Model,Dataset,ECE,ACE,Accuracy
convnext_base_w_320_laion_aesthetic_s13b_b82k,clevr_closest_object_distance,0.4247344732284546,0.424734503030777,0.1581714395536237
convnext_base_w_320_laion_aesthetic_s13b_b82k,clevr_count_all,0.13991878926753998,0.13991878926753998,0.2653670641165537
convnext_base_w_320_laion_aesthetic_s13b_b82k,country211,0.23017360270023346,0.23019403219223022,0.22360189573459716
convnext_base_w_320_laion_aesthetic_s13b_b82k,diabetic_retinopathy,0.04239429906010628,0.04231554642319679,0.2276662293127088
convnext_base_w_320_laion_aesthetic_s13b_b82k,dmlab,0.5159017443656921,0.5157828330993652,0.18077283249797393
convnext_base_w_320_laion_aesthetic_s13b_b82k,dtd,0.10649824142456055,0.1074548065662384,0.5893617021276596
convnext_base_w_320_laion_aesthetic_s13b_b82k,eurosat,0.22654952108860016,0.22654952108860016,0.3778177015224259
convnext_base_w_320_laion_aesthetic_s13b_b82k,fer2013,0.36595746874809265,0.3658561408519745,0.251812101236471
convnext_base_w_320_laion_aesthetic_s13b_b82k,flowers,0.06417480111122131,0.0661899670958519,0.7206218402516231
convnext_base_w_320_laion_aesthetic_s13b_b82k,gtsrb,0.08161863684654236,0.08064082264900208,0.3864433473409713
convnext_base_w_320_laion_aesthetic_s13b_b82k,kitti_closest_vehicle_distance,0.7046021223068237,0.7044200301170349,0.25
convnext_base_w_320_laion_aesthetic_s13b_b82k,mnist,0.0590565949678421,0.05919264256954193,0.6616454622841699
convnext_base_w_320_laion_aesthetic_s13b_b82k,pcam,0.1705058515071869,0.1704966276884079,0.5072846779858664
convnext_base_w_320_laion_aesthetic_s13b_b82k,pets,0.016375591978430748,0.014727341942489147,0.9260898487165634
convnext_base_w_320_laion_aesthetic_s13b_b82k,renderedsst2,0.2156352400779724,0.21541595458984375,0.555530224075039
convnext_base_w_320_laion_aesthetic_s13b_b82k,resisc45,0.06890131533145905,0.06877363473176956,0.6738574891450184
convnext_base_w_320_laion_aesthetic_s13b_b82k,stl10,0.011890331283211708,0.011931924149394035,0.9665000000000001
convnext_base_w_320_laion_aesthetic_s13b_b82k,sun397,0.0859297439455986,0.08592138439416885,0.7134682328026215
convnext_base_w_320_laion_aesthetic_s13b_b82k,svhn,0.035656508058309555,0.03415096551179886,0.2469187913683301
convnext_base_w_320_laion_aesthetic_s13b_b82k,voc2007,0.1260266751050949,0.1260707974433899,0.7532124405820686
ViT-L-14_laion400m_e32,cars,0.016299908980727196,0.01501427497714758,0.8951583205715293
ViT-L-14_laion400m_e32,cifar100,0.11102596670389175,0.11113560944795609,0.7796999999999998
ViT-L-14_laion400m_e32,clevr_closest_object_distance,0.5636065006256104,0.5636065006256104,0.14622707281419647
ViT-L-14_laion400m_e32,clevr_count_all,0.4083966016769409,0.4083966314792633,0.23364086293270858
ViT-L-14_laion400m_e32,country211,0.3417256474494934,0.3417835533618927,0.23023696682464453
ViT-L-14_laion400m_e32,diabetic_retinopathy,0.32661160826683044,0.32657763361930847,0.20329143468819583
ViT-L-14_laion400m_e32,dmlab,0.3944031000137329,0.39430007338523865,0.19492298605700834
ViT-L-14_laion400m_e32,dtd,0.20607882738113403,0.20588655769824982,0.6015957446808511
ViT-L-14_laion400m_e32,eurosat,0.07834133505821228,0.07692752033472061,0.633106930758739
ViT-L-14_laion400m_e32,fer2013,0.4524267911911011,0.4524215757846832,0.25342296949411797
ViT-L-14_laion400m_e32,flowers,0.08326215296983719,0.08391550183296204,0.7242684900635572
ViT-L-14_laion400m_e32,gtsrb,0.12209439277648926,0.12228618562221527,0.44904601926366333
ViT-L-14_laion400m_e32,kitti_closest_vehicle_distance,0.3929241895675659,0.3856702148914337,0.19232194073052294
ViT-L-14_laion400m_e32,mnist,0.07637835294008255,0.07673266530036926,0.7599260578074369
ViT-L-14_laion400m_e32,pcam,0.16925495862960815,0.16922426223754883,0.4969815811220462
ViT-L-14_laion400m_e32,pets,0.012969578616321087,0.009956887923181057,0.9161744474945481
ViT-L-14_laion400m_e32,renderedsst2,0.17520105838775635,0.1747303307056427,0.5603251114585143
ViT-L-14_laion400m_e32,resisc45,0.1361081600189209,0.13603372871875763,0.688311396379373
ViT-L-14_laion400m_e32,stl10,0.010814783163368702,0.009600031189620495,0.9806250000000001
ViT-L-14_laion400m_e32,sun397,0.13636159896850586,0.1363661289215088,0.7100854303817571
ViT-L-14_laion400m_e32,svhn,0.25626328587532043,0.2563100755214691,0.3471151723386966
ViT-L-14_laion400m_e32,voc2007,0.15118832886219025,0.15124645829200745,0.8309763170397731
coca_ViT-L-14_laion2b_s13b_b90k,cars,0.013847105205059052,0.012586009688675404,0.9278152221769592
coca_ViT-L-14_laion2b_s13b_b90k,cifar100,0.04607509821653366,0.0461248978972435,0.8325999999999998
coca_ViT-L-14_laion2b_s13b_b90k,clevr_closest_object_distance,0.17157681286334991,0.17157681286334991,0.20282153738900166
coca_ViT-L-14_laion2b_s13b_b90k,clevr_count_all,0.04341274872422218,0.04191819578409195,0.3774815595421026
coca_ViT-L-14_laion2b_s13b_b90k,country211,0.17753979563713074,0.17758139967918396,0.25459715639810426
coca_ViT-L-14_laion2b_s13b_b90k,diabetic_retinopathy,0.1664470136165619,0.16642658412456512,0.219662578592003
coca_ViT-L-14_laion2b_s13b_b90k,dmlab,0.3613204061985016,0.3611848056316376,0.15241872789798183
coca_ViT-L-14_laion2b_s13b_b90k,dtd,0.07044537365436554,0.07540404051542282,0.627127659574468
coca_ViT-L-14_laion2b_s13b_b90k,eurosat,0.06445037573575974,0.06825828552246094,0.6972547908357691
coca_ViT-L-14_laion2b_s13b_b90k,fer2013,0.32174205780029297,0.3217426538467407,0.27661737615001086
coca_ViT-L-14_laion2b_s13b_b90k,flowers,0.04991655796766281,0.05399462953209877,0.7591551814081049
coca_ViT-L-14_laion2b_s13b_b90k,gtsrb,0.030615314841270447,0.03204025328159332,0.5245514438095328
coca_ViT-L-14_laion2b_s13b_b90k,kitti_closest_vehicle_distance,0.37365269660949707,0.37250423431396484,0.28632716805487507
coca_ViT-L-14_laion2b_s13b_b90k,mnist,0.08351849019527435,0.08325648307800293,0.7585172805219669
coca_ViT-L-14_laion2b_s13b_b90k,pcam,0.13950350880622864,0.13852275907993317,0.5386872716086966
coca_ViT-L-14_laion2b_s13b_b90k,pets,0.015371965244412422,0.012333547696471214,0.9397279164838032
coca_ViT-L-14_laion2b_s13b_b90k,renderedsst2,0.053597938269376755,0.053778305649757385,0.6648699409414626
coca_ViT-L-14_laion2b_s13b_b90k,resisc45,0.0547361858189106,0.05440547689795494,0.7152970781816239
coca_ViT-L-14_laion2b_s13b_b90k,stl10,0.004181474447250366,0.004656481556594372,0.9904999999999999
coca_ViT-L-14_laion2b_s13b_b90k,sun397,0.06670338660478592,0.06670557707548141,0.7323350016309577
coca_ViT-L-14_laion2b_s13b_b90k,svhn,0.0721796303987503,0.07162938266992569,0.5542123722108707
coca_ViT-L-14_laion2b_s13b_b90k,voc2007,0.07697903364896774,0.07613424956798553,0.8430143232722607
ViT-B-16_openai,cars,0.044267687946558,0.04425811022520065,0.6458591637730051
ViT-B-16_openai,cifar100,0.10092868655920029,0.10135270655155182,0.6822000000000001
ViT-B-16_openai,clevr_closest_object_distance,0.32329341769218445,0.3232933580875397,0.16895581450458688
ViT-B-16_openai,clevr_count_all,0.11062882095575333,0.11025594174861908,0.18599693947705828
ViT-B-16_openai,country211,0.03949698805809021,0.0395013689994812,0.22838862559241713
ViT-B-16_openai,diabetic_retinopathy,0.226477712392807,0.22642984986305237,0.20544315966003648
ViT-B-16_openai,dmlab,0.21338313817977905,0.21330460906028748,0.1778611131231325
ViT-B-16_openai,dtd,0.0388144887983799,0.04843953996896744,0.45106382978723397
ViT-B-16_openai,eurosat,0.07942086458206177,0.08210249245166779,0.5458811134270869
ViT-B-16_openai,fer2013,0.07343237102031708,0.07330252230167389,0.25751433937898843
ViT-B-16_openai,flowers,0.04806879162788391,0.048972081393003464,0.6952811731171242
ViT-B-16_openai,gtsrb,0.16926170885562897,0.16998237371444702,0.36407008648768
ViT-B-16_openai,kitti_closest_vehicle_distance,0.26406025886535645,0.25983715057373047,0.38448352737876235
ViT-B-16_openai,mnist,0.3256538510322571,0.32681766152381897,0.521842631739155
ViT-B-16_openai,pcam,0.1251625269651413,0.125128835439682,0.5168001570672083
ViT-B-16_openai,pets,0.04896215721964836,0.04615749046206474,0.8887031082912334
ViT-B-16_openai,renderedsst2,0.013551510870456696,0.03300599381327629,0.6053373429448208
ViT-B-16_openai,resisc45,0.050024665892124176,0.050024669617414474,0.6563549132561297
ViT-B-16_openai,stl10,0.022032734006643295,0.022108452394604683,0.9824999999999999
ViT-B-16_openai,sun397,0.04509226977825165,0.04523873329162598,0.651673140865776
ViT-B-16_openai,svhn,0.08348020166158676,0.09858961403369904,0.31613045780760424
ViT-B-16_openai,voc2007,0.06132454425096512,0.06196967512369156,0.8293135151275237
convnext_base_w_laion2b_s13b_b82k_augreg,cars,0.031112316995859146,0.031915538012981415,0.913929659409554
convnext_base_w_laion2b_s13b_b82k_augreg,cifar100,0.026240047067403793,0.026018841192126274,0.8031999999999999
convnext_base_w_laion2b_s13b_b82k_augreg,clevr_closest_object_distance,0.29359740018844604,0.29359737038612366,0.16335121959251195
convnext_base_w_laion2b_s13b_b82k_augreg,clevr_count_all,0.06079598888754845,0.06079598143696785,0.31915389518744297
convnext_base_w_laion2b_s13b_b82k_augreg,country211,0.17322950065135956,0.17322935163974762,0.20165876777251182
convnext_base_w_laion2b_s13b_b82k_augreg,diabetic_retinopathy,0.29494714736938477,0.29494374990463257,0.2015560134131542
convnext_base_w_laion2b_s13b_b82k_augreg,dmlab,0.33085042238235474,0.3307475447654724,0.16614936572393504
convnext_base_w_laion2b_s13b_b82k_augreg,dtd,0.07724703848361969,0.07657448947429657,0.6154255319148937
convnext_base_w_laion2b_s13b_b82k_augreg,eurosat,0.12994220852851868,0.1345626711845398,0.5271563748246613
convnext_base_w_laion2b_s13b_b82k_augreg,fer2013,0.36451080441474915,0.3643999993801117,0.27810677529206657
convnext_base_w_laion2b_s13b_b82k_augreg,flowers,0.04427379369735718,0.05052347108721733,0.7057141924503392
convnext_base_w_laion2b_s13b_b82k_augreg,gtsrb,0.04793326556682587,0.047084175050258636,0.416470235827162
convnext_base_w_laion2b_s13b_b82k_augreg,kitti_closest_vehicle_distance,0.2758977711200714,0.2722892463207245,0.283216872509776
convnext_base_w_laion2b_s13b_b82k_augreg,mnist,0.22812043130397797,0.22804208099842072,0.6507746044432869
convnext_base_w_laion2b_s13b_b82k_augreg,pcam,0.1708102524280548,0.17082421481609344,0.44077442250380927
convnext_base_w_laion2b_s13b_b82k_augreg,pets,0.034655388444662094,0.03438745439052582,0.9190062299940509
convnext_base_w_laion2b_s13b_b82k_augreg,renderedsst2,0.16961978375911713,0.16911251842975616,0.5923983845752996
convnext_base_w_laion2b_s13b_b82k_augreg,resisc45,0.044986240565776825,0.043786656111478806,0.6595215457656881
convnext_base_w_laion2b_s13b_b82k_augreg,stl10,0.006923935376107693,0.006708947941660881,0.9705
convnext_base_w_laion2b_s13b_b82k_augreg,sun397,0.06598123908042908,0.0659802183508873,0.7107062936231257
convnext_base_w_laion2b_s13b_b82k_augreg,svhn,0.057738982141017914,0.058065835386514664,0.4926392687383
convnext_base_w_laion2b_s13b_b82k_augreg,voc2007,0.07485253363847733,0.07449887692928314,0.852056566591527
convnext_base_w_laion2b_s13b_b82k,cars,0.013146587647497654,0.012819405645132065,0.8951612460089011
convnext_base_w_laion2b_s13b_b82k,cifar100,0.06413116306066513,0.06237887591123581,0.7535000000000001
convnext_base_w_laion2b_s13b_b82k,clevr_closest_object_distance,0.2050621211528778,0.2050621062517166,0.16462151855885412
convnext_base_w_laion2b_s13b_b82k,clevr_count_all,0.10562411695718765,0.10562410950660706,0.2826030384874933
convnext_base_w_laion2b_s13b_b82k,country211,0.19898563623428345,0.19898627698421478,0.2018483412322275
convnext_base_w_laion2b_s13b_b82k,diabetic_retinopathy,0.1401875615119934,0.1395564079284668,0.2121344602853142
convnext_base_w_laion2b_s13b_b82k,dmlab,0.5043115615844727,0.5042157173156738,0.16103405363234022
convnext_base_w_laion2b_s13b_b82k,dtd,0.09083794802427292,0.09256835281848907,0.596808510638298
convnext_base_w_laion2b_s13b_b82k,eurosat,0.03481673449277878,0.031425636261701584,0.5957730223330339
convnext_base_w_laion2b_s13b_b82k,fer2013,0.33677420020103455,0.33672621846199036,0.25551807799313414
convnext_base_w_laion2b_s13b_b82k,flowers,0.06826651841402054,0.06949057430028915,0.6968159140755618
convnext_base_w_laion2b_s13b_b82k,gtsrb,0.05766797438263893,0.05701346695423126,0.4464275235961283
convnext_base_w_laion2b_s13b_b82k,kitti_closest_vehicle_distance,0.48907601833343506,0.49027878046035767,0.27009516873434225
convnext_base_w_laion2b_s13b_b82k,mnist,0.1975959986448288,0.2035176008939743,0.5413046713413046
convnext_base_w_laion2b_s13b_b82k,pcam,0.20885349810123444,0.20911067724227905,0.4202812298900644
convnext_base_w_laion2b_s13b_b82k,pets,0.027184005826711655,0.024733416736125946,0.9194123524900775
convnext_base_w_laion2b_s13b_b82k,renderedsst2,0.10530494153499603,0.10922486335039139,0.6049175641248336
convnext_base_w_laion2b_s13b_b82k,resisc45,0.07360918819904327,0.07198239862918854,0.6603729791158506
convnext_base_w_laion2b_s13b_b82k,stl10,0.003782442770898342,0.0040419697761535645,0.9774999999999998
convnext_base_w_laion2b_s13b_b82k,sun397,0.07364494353532791,0.07361800223588943,0.7074808165764025
convnext_base_w_laion2b_s13b_b82k,svhn,0.07119613140821457,0.07059285789728165,0.4470926886030736
convnext_base_w_laion2b_s13b_b82k,voc2007,0.0820963904261589,0.08166983723640442,0.8192910887269507
coca_ViT-B-32_laion2b_s13b_b90k,cars,0.012108148075640202,0.013327338732779026,0.8437225834655957
coca_ViT-B-32_laion2b_s13b_b90k,cifar100,0.05968773365020752,0.05961793288588524,0.7415
coca_ViT-B-32_laion2b_s13b_b90k,clevr_closest_object_distance,0.35242703557014465,0.35242703557014465,0.16099323778595284
coca_ViT-B-32_laion2b_s13b_b90k,clevr_count_all,0.31559494137763977,0.31559497117996216,0.17039753217074655
coca_ViT-B-32_laion2b_s13b_b90k,country211,0.16817088425159454,0.16811536252498627,0.14440758293838862
coca_ViT-B-32_laion2b_s13b_b90k,diabetic_retinopathy,0.15395250916481018,0.15394049882888794,0.20099564542218365
coca_ViT-B-32_laion2b_s13b_b90k,dmlab,0.3958117663860321,0.39545056223869324,0.16832223058498927
coca_ViT-B-32_laion2b_s13b_b90k,dtd,0.06647542119026184,0.066002257168293,0.5351063829787235
coca_ViT-B-32_laion2b_s13b_b90k,eurosat,0.10809916257858276,0.1087837889790535,0.4598872155856806
coca_ViT-B-32_laion2b_s13b_b90k,fer2013,0.3349127173423767,0.3348185420036316,0.238646532415345
coca_ViT-B-32_laion2b_s13b_b90k,flowers,0.05924900621175766,0.056311171501874924,0.6245835154576785
coca_ViT-B-32_laion2b_s13b_b90k,gtsrb,0.09127724915742874,0.08992214500904083,0.4100486122217669
coca_ViT-B-32_laion2b_s13b_b90k,kitti_closest_vehicle_distance,0.30592358112335205,0.3043738603591919,0.30681816437228193
coca_ViT-B-32_laion2b_s13b_b90k,mnist,0.10330654680728912,0.1035376563668251,0.7191450207231023
coca_ViT-B-32_laion2b_s13b_b90k,pcam,0.10743027925491333,0.10752084851264954,0.5786950862260879
coca_ViT-B-32_laion2b_s13b_b90k,pets,0.041064027696847916,0.03985605388879776,0.8901267709204033
coca_ViT-B-32_laion2b_s13b_b90k,renderedsst2,0.12260641157627106,0.12435102462768555,0.5789600341613108
coca_ViT-B-32_laion2b_s13b_b90k,resisc45,0.06105158105492592,0.06105159968137741,0.6178836197784119
coca_ViT-B-32_laion2b_s13b_b90k,stl10,0.0075490111485123634,0.0067660012282431126,0.9635000000000001
coca_ViT-B-32_laion2b_s13b_b90k,sun397,0.05442054942250252,0.054422225803136826,0.661234957148412
coca_ViT-B-32_laion2b_s13b_b90k,svhn,0.046437595039606094,0.04935669153928757,0.3943032755099716
coca_ViT-B-32_laion2b_s13b_b90k,voc2007,0.08792425692081451,0.08792068064212799,0.7941395508057306
BLIP_retrieval_base_coco,cars,0.07516704499721527,0.07519221305847168,0.5500559351179016
BLIP_retrieval_base_coco,cifar100,0.18795478343963623,0.18813548982143402,0.6165999999999999
BLIP_retrieval_base_coco,clevr_closest_object_distance,0.5719950795173645,0.5719950199127197,0.16461877155214275
BLIP_retrieval_base_coco,clevr_count_all,0.26294293999671936,0.26294293999671936,0.2288563300152473
BLIP_retrieval_base_coco,country211,0.3371732234954834,0.3369629681110382,0.06454976303317536
BLIP_retrieval_base_coco,diabetic_retinopathy,0.5013790726661682,0.5013329386711121,0.18982727646189596
BLIP_retrieval_base_coco,dmlab,0.5138320922851562,0.5137603878974915,0.18530077613966214
BLIP_retrieval_base_coco,dtd,0.2784731984138489,0.27874478697776794,0.46755319148936164
BLIP_retrieval_base_coco,eurosat,0.17112459242343903,0.1701568067073822,0.5008202913234653
BLIP_retrieval_base_coco,fer2013,0.4961894452571869,0.49623337388038635,0.19770628585089065
BLIP_retrieval_base_coco,flowers,0.14787183701992035,0.1473594754934311,0.3726994565809014
BLIP_retrieval_base_coco,gtsrb,0.15142206847667694,0.15742474794387817,0.35279457934867436
BLIP_retrieval_base_coco,kitti_closest_vehicle_distance,0.5374823808670044,0.5337487459182739,0.26474926985344904
BLIP_retrieval_base_coco,mnist,0.038429953157901764,0.03776955604553223,0.5230955509626065
BLIP_retrieval_base_coco,pcam,0.48480769991874695,0.4848451018333435,0.5005795863583674
BLIP_retrieval_base_coco,pets,0.15283119678497314,0.1531984657049179,0.6494335579473174
BLIP_retrieval_base_coco,renderedsst2,0.24950680136680603,0.2488693743944168,0.5056054947600023
BLIP_retrieval_base_coco,resisc45,0.25650113821029663,0.2565011978149414,0.4799532304322669
BLIP_retrieval_base_coco,stl10,0.027374567463994026,0.0269565861672163,0.9475
BLIP_retrieval_base_coco,sun397,0.18635274469852448,0.18635869026184082,0.5446719735554457
BLIP_retrieval_base_coco,svhn,0.17236971855163574,0.172395259141922,0.24666755743965202
BLIP_retrieval_base_coco,voc2007,0.12871114909648895,0.1287587285041809,0.8294900302040806
convnext_large_d_320_laion2b_s29b_b131k_ft,cars,0.010255714878439903,0.010161110199987888,0.9340276471754512
convnext_large_d_320_laion2b_s29b_b131k_ft,cifar100,0.04222039878368378,0.041971977800130844,0.8331999999999999
convnext_large_d_320_laion2b_s29b_b131k_ft,clevr_closest_object_distance,0.2825278639793396,0.282527893781662,0.16879153707085134
convnext_large_d_320_laion2b_s29b_b131k_ft,clevr_count_all,0.04111914709210396,0.050942614674568176,0.3416514554775663
convnext_large_d_320_laion2b_s29b_b131k_ft,country211,0.17800401151180267,0.17804639041423798,0.2672985781990522
convnext_large_d_320_laion2b_s29b_b131k_ft,diabetic_retinopathy,0.33704450726509094,0.33695027232170105,0.29245815944863535
convnext_large_d_320_laion2b_s29b_b131k_ft,dmlab,0.40009599924087524,0.3999500870704651,0.16015902600507648
convnext_large_d_320_laion2b_s29b_b131k_ft,dtd,0.06859950721263885,0.06826268881559372,0.6835106382978722
convnext_large_d_320_laion2b_s29b_b131k_ft,eurosat,0.07078109681606293,0.0725650042295456,0.7105029657492035
convnext_large_d_320_laion2b_s29b_b131k_ft,fer2013,0.3526687026023865,0.3526397943496704,0.2946493447776512
convnext_large_d_320_laion2b_s29b_b131k_ft,flowers,0.03918909281492233,0.03974590450525284,0.7759568789859455
convnext_large_d_320_laion2b_s29b_b131k_ft,gtsrb,0.023482900112867355,0.02330714650452137,0.5226761139283889
convnext_large_d_320_laion2b_s29b_b131k_ft,kitti_closest_vehicle_distance,0.6417471170425415,0.6387092471122742,0.2637056414922657
convnext_large_d_320_laion2b_s29b_b131k_ft,mnist,0.18741661310195923,0.18732613325119019,0.781544420678901
convnext_large_d_320_laion2b_s29b_b131k_ft,pcam,0.12466441094875336,0.12344608455896378,0.5052297758171671
convnext_large_d_320_laion2b_s29b_b131k_ft,pets,0.01637904904782772,0.01673370972275734,0.9344193966079256
convnext_large_d_320_laion2b_s29b_b131k_ft,renderedsst2,0.1882512867450714,0.18840424716472626,0.5634752619998842
convnext_large_d_320_laion2b_s29b_b131k_ft,resisc45,0.024593522772192955,0.025159746408462524,0.7356705377686381
convnext_large_d_320_laion2b_s29b_b131k_ft,stl10,0.003471465315669775,0.0023827513214200735,0.985375
convnext_large_d_320_laion2b_s29b_b131k_ft,sun397,0.07706867903470993,0.07707120478153229,0.7319288241296537
convnext_large_d_320_laion2b_s29b_b131k_ft,svhn,0.05978759750723839,0.06139045208692551,0.6447704554449355
convnext_large_d_320_laion2b_s29b_b131k_ft,voc2007,0.08637900650501251,0.08581814914941788,0.8680175461214675
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,cars,0.010000832378864288,0.009550920687615871,0.9368037342199903
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,cifar100,0.04645998775959015,0.046263158321380615,0.8324000000000003
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,clevr_closest_object_distance,0.25457581877708435,0.2545323073863983,0.16871326804039943
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,clevr_count_all,0.076734758913517,0.0767347663640976,0.4052197565010325
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,country211,0.18262463808059692,0.18267326056957245,0.265260663507109
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,diabetic_retinopathy,0.2853308320045471,0.28529760241508484,0.27227476019509955
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,dmlab,0.4032551944255829,0.4031178057193756,0.16179320929082877
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,dtd,0.06427470594644547,0.06439579278230667,0.6851063829787233
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,eurosat,0.09004409611225128,0.0892031341791153,0.7266394873775669
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,fer2013,0.3413315713405609,0.34129950404167175,0.29658665613047674
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,flowers,0.035784851759672165,0.040986474603414536,0.783513803374039
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,gtsrb,0.0286415982991457,0.029950153082609177,0.5288397160735382
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,kitti_closest_vehicle_distance,0.6536351442337036,0.6508198380470276,0.2576489990900819
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,mnist,0.18494296073913574,0.18453854322433472,0.7617877992208897
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,pcam,0.11710882186889648,0.11691948026418686,0.5127048292105519
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,pets,0.01744467206299305,0.017879854887723923,0.9357656308458049
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,renderedsst2,0.20310166478157043,0.2033645361661911,0.5585609547796885
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,resisc45,0.031946707516908646,0.027965156361460686,0.747802594660847
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,stl10,0.003066321602091193,0.0022787649650126696,0.985625
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,sun397,0.07533253729343414,0.07532308995723724,0.7366300303194677
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,svhn,0.07011272013187408,0.07102222740650177,0.6428360977472615
convnext_large_d_320_laion2b_s29b_b131k_ft_soup,voc2007,0.0839466005563736,0.08360449224710464,0.8659241243052153
BEIT3_retrieval_large_f30k,cars,0.0741351917386055,0.07393183559179306,0.7612312819124318
BEIT3_retrieval_large_f30k,cifar100,0.010395718738436699,0.009585082530975342,0.7072000000000002
BEIT3_retrieval_large_f30k,clevr_closest_object_distance,0.22565914690494537,0.22549456357955933,0.16187640313757104
BEIT3_retrieval_large_f30k,clevr_count_all,0.18969875574111938,0.18900921940803528,0.18628065642898406
BEIT3_retrieval_large_f30k,country211,0.09625906497240067,0.0962500050663948,0.17260663507109006
BEIT3_retrieval_large_f30k,diabetic_retinopathy,0.03479432687163353,0.03416191786527634,0.23094083532496862
BEIT3_retrieval_large_f30k,dmlab,0.2673233449459076,0.26723626255989075,0.18632573242615894
BEIT3_retrieval_large_f30k,dtd,0.038206469267606735,0.03964058682322502,0.5957446808510639
BEIT3_retrieval_large_f30k,eurosat,0.04166451096534729,0.03979775682091713,0.516277638407501
BEIT3_retrieval_large_f30k,fer2013,0.3157247304916382,0.3158218562602997,0.24034392115762798
BEIT3_retrieval_large_f30k,flowers,0.052829477936029434,0.05328228324651718,0.6595754335445819
BEIT3_retrieval_large_f30k,gtsrb,0.04239322990179062,0.04704754427075386,0.36495853153512403
BEIT3_retrieval_large_f30k,kitti_closest_vehicle_distance,0.20464032888412476,0.19913019239902496,0.4445600800998665
BEIT3_retrieval_large_f30k,mnist,0.047675274312496185,0.047458067536354065,0.6101351241368873
BEIT3_retrieval_large_f30k,pcam,0.10318309813737869,0.10296737402677536,0.5317882208437578
BEIT3_retrieval_large_f30k,pets,0.038590285927057266,0.0342179499566555,0.8923304354008795
BEIT3_retrieval_large_f30k,renderedsst2,0.0486188568174839,0.05663874372839928,0.5758080742284755
BEIT3_retrieval_large_f30k,resisc45,0.023858007043600082,0.026301134377717972,0.6812082554628346
BEIT3_retrieval_large_f30k,stl10,0.014226505532860756,0.01409445982426405,0.98375
BEIT3_retrieval_large_f30k,sun397,0.016261963173747063,0.016211332753300667,0.7088732192526949
BEIT3_retrieval_large_f30k,svhn,0.06705275923013687,0.06612902879714966,0.28285970578218034
BEIT3_retrieval_large_f30k,voc2007,0.08758707344532013,0.08747467398643494,0.877118015696802
ViT-g-14_laion2b_s34b_b88k,cars,0.013837017118930817,0.010362772271037102,0.9392982700853708
ViT-g-14_laion2b_s34b_b88k,cifar100,0.06245170161128044,0.0625184029340744,0.8513000000000001
ViT-g-14_laion2b_s34b_b88k,clevr_closest_object_distance,0.3268607556819916,0.3268607556819916,0.19474591231211835
ViT-g-14_laion2b_s34b_b88k,clevr_count_all,0.13015025854110718,0.130239337682724,0.3163975146775386
ViT-g-14_laion2b_s34b_b88k,country211,0.24432115256786346,0.2444077879190445,0.3090047393364929
ViT-g-14_laion2b_s34b_b88k,diabetic_retinopathy,0.0334511436522007,0.04476134106516838,0.2476827524103375
ViT-g-14_laion2b_s34b_b88k,dmlab,0.4902309775352478,0.49009567499160767,0.1604420104624612
ViT-g-14_laion2b_s34b_b88k,dtd,0.11802464723587036,0.11562418937683105,0.6872340425531914
ViT-g-14_laion2b_s34b_b88k,eurosat,0.11416501551866531,0.11292000859975815,0.6664044971338864
ViT-g-14_laion2b_s34b_b88k,fer2013,0.43421077728271484,0.43424898386001587,0.2887024463674849
ViT-g-14_laion2b_s34b_b88k,flowers,0.05302745848894119,0.055500634014606476,0.8008046205042448
ViT-g-14_laion2b_s34b_b88k,gtsrb,0.1277347356081009,0.12584085762500763,0.4968815071196263
ViT-g-14_laion2b_s34b_b88k,kitti_closest_vehicle_distance,0.5716975331306458,0.5719244480133057,0.46700193209026286
ViT-g-14_laion2b_s34b_b88k,mnist,0.058646026998758316,0.058937545865774155,0.7323293181813939
ViT-g-14_laion2b_s34b_b88k,pcam,0.21303465962409973,0.21306972205638885,0.5264025788520513
ViT-g-14_laion2b_s34b_b88k,pets,0.009098119102418423,0.0057157594710588455,0.9392489052440072
ViT-g-14_laion2b_s34b_b88k,renderedsst2,0.2626953125,0.2630345821380615,0.5678684644780267
ViT-g-14_laion2b_s34b_b88k,resisc45,0.07115287333726883,0.07095718383789062,0.7597004739990341
ViT-g-14_laion2b_s34b_b88k,stl10,0.0036433269269764423,0.0027978341095149517,0.9893750000000001
